,Unnamed: 0,name,score,beer style,abv,cal,city,country,link,lat,lon
3477,3477,Baja Peyote Pale Ale,3.37,India Pale Ale (IPA),6.5,195.0,San Jose el Cabo B.C.S,Mexico,/beer/baja-peyote-pale-ale/90087/,,
3478,3478,Cucapá La Migra Imperial Stout,3.35,Imperial Stout,8.5,255.0,Mexicali,Mexico,/beer/cucapa-la-migra-imperial-stout/121035/,32.6200699,-115.44406979999998
3479,3479,Fauna / Insurgente Atenea,3.35,Stout,8.0,240.0,Mexicali,Mexico,/beer/fauna-insurgente-atenea/402709/,32.6200699,-115.44406979999998
3480,3480,Mamut Oatmeal Stout,3.35,Imperial Stout,8.6,258.0,Tijuana,Mexico,/beer/mamut-oatmeal-stout/357934/,32.5008626,-116.96416570000001
3481,3481,Especialidades Cerveceras (FEMSA),3.35,Belgian Strong Ale,8.5,255.0,Apodaca Nuevo Leon,Mexico,/beer/casta-unica-castana/44405/,25.7816542,-100.1887501
3482,3482,Insurgente Búho Rompeolas,3.34,Wheat Ale,6.0,180.0,Tijuana,Mexico,/beer/insurgente-buho-rompeolas/411200/,32.5008626,-116.96416570000001
3483,3483,Propaganda American Pale Ale,3.34,American Pale Ale,5.9,177.0,Monterrey Nuevo Leon,Mexico,/beer/propaganda-american-pale-ale/195183/,25.847063100000003,-100.3934347
3484,3484,Insurgente Saison Chouette,3.34,Saison,6.2,186.0,Tijuana,Mexico,/beer/insurgente-saison-chouette/186747/,32.5008626,-116.96416570000001
3485,3485,Border Psycho La Perversa (IPA)2,3.34,Imperial IPA,8.0,240.0,Tijuana Baja California,Mexico,/beer/border-psycho-la-perversa-ipa2/262769/,32.5008626,-116.96416570000001
3486,3486,Fauna Stradivarius,3.33,Belgian Strong Ale,9.0,270.0,Mexicali,Mexico,/beer/fauna-stradivarius/461949/,32.6200699,-115.44406979999998
3487,3487,Baja Oatmeal Stout,3.33,Sweet Stout,7.0,210.0,San Jose el Cabo B.C.S,Mexico,/beer/baja-oatmeal-stout/90084/,,
3488,3488,Border Psycho Imperial Psycho Ale,3.33,India Pale Ale (IPA),7.7,231.0,Tijuana Baja California,Mexico,/beer/border-psycho-imperial-psycho-ale/262765/,32.5008626,-116.96416570000001
3489,3489,"Texcoco Mystic Ales, Exquizofrenia 2017",3.31,Imperial IPA,10.8,324.0,Texcoco Mexico,Mexico,/beer/texcoco-mystic-ales-exquizofrenia-2017/499731/,19.511390600000002,-98.884033
3490,3490,Libertadores Robust Porter,3.31,Porter,6.2,186.0,Jiquilpan Michoacan,Mexico,/beer/libertadores-robust-porter/284109/,19.9674259,-102.75185551525
3491,3491,Fauna Mala Vida,3.31,Belgian Ale,6.2,186.0,Mexicali,Mexico,/beer/fauna-mala-vida/465479/,32.6200699,-115.44406979999998
3492,3492,Minerva / Wendlandt Diosa Marina,3.31,Pilsener,5.0,150.0,Ensenada,Mexico,/beer/minerva-wendlandt-diosa-marina/416283/,30.192766100000004,-115.23146257799401
3493,3493,Wendlandt Vaquita Marina Pale Ale,3.31,American Pale Ale,5.2,156.0,Ensenada,Mexico,/beer/wendlandt-vaquita-marina-pale-ale/290376/,30.192766100000004,-115.23146257799401
3494,3494,Cucapá La Migra Imperial Stout Winter,3.3,Imperial Stout,8.2,246.0,Mexicali,Mexico,/beer/cucapa-la-migra-imperial-stout-winter/140670/,32.6200699,-115.44406979999998
3495,3495,19° Norte Mateo's Dakota Stout,3.3,Foreign Stout,7.0,210.0,Mexico City,Mexico,/beer/19-norte-mateos-dakota-stout/254201/,19.4326009,-99.1333416
3496,3496,Border Psycho American Barleywine,3.3,Barley Wine,10.5,315.0,Tijuana Baja California,Mexico,/beer/border-psycho-american-barleywine/515860/,32.5008626,-116.96416570000001
3497,3497,Insurgente Dragula,3.3,Sweet Stout,5.0,150.0,Tijuana,Mexico,/beer/insurgente-dragula/462187/,32.5008626,-116.96416570000001
3498,3498,Pacheco La Indecorosa IPA,3.29,India Pale Ale (IPA),5.3,159.0,Mexico df,Mexico,/beer/pacheco-la-indecorosa-ipa/280762/,28.620833299999997,-111.62516670000001
3499,3499,Minerva Stout,3.29,Stout,6.0,180.0,Zapopan Jalisco,Mexico,/beer/minerva-stout/73343/,20.6989852,-103.4243519
3502,3502,Litra / armando_otchoa Beetroot Borsch IPA,3.54,India Pale Ale (IPA),6.5,195.0,Chișinău,Moldova,/beer/litra-armando-otchoa-beetroot-borsch-ipa/545906/,47.0122737,28.860593599999998
3503,3503,Litra / Victory Art Brew Tyask Barleywine,3.42,Barley Wine,10.0,300.0,Chișinău,Moldova,/beer/litra-victory-art-brew-tyask-barleywine/474091/,47.0122737,28.860593599999998
3504,3504,Litra  Firestarter,3.42,Weizen Bock,7.0,210.0,Chișinău,Moldova,/beer/litra-firestarter/503253/,47.0122737,28.860593599999998
3505,3505,Elvis Imperial Black IPA,3.36,Black IPA,7.8,234.0,Puhoi,Moldova,/beer/elvis-imperial-black-ipa/553441/,46.828685,29.0391278
3506,3506,Lumencraft / Sunstone Consensus,3.35,Imperial IPA,7.5,225.0,Chișinău,Moldova,/beer/lumencraft-sunstone-consensus/530129/,47.0122737,28.860593599999998
3507,3507,Litra / armando_otchoa Kollabrett Kriek,3.34,Sour/Wild Ale,8.0,240.0,Chișinău,Moldova,/beer/litra-armando-otchoa-kollabrett-kriek/474140/,47.0122737,28.860593599999998
3508,3508,Litra / armando_otchoa Kollabrett Cassis,3.33,Sour/Wild Ale,8.0,240.0,Chișinău,Moldova,/beer/litra-armando-otchoa-kollabrett-cassis/474139/,47.0122737,28.860593599999998
3509,3509,Sunstone Alehouse Silky Surf,3.3,Sweet Stout,6.4,192.0,Chișinău,Moldova,/beer/sunstone-alehouse-silky-surf/491177/,47.0122737,28.860593599999998
3510,3510,Lumencraft (Aircraft) IPA,3.29,India Pale Ale (IPA),4.9,147.0,Chișinău,Moldova,/beer/lumencraft-aircraft-ipa/432504/,47.0122737,28.860593599999998
3511,3511,Lumencraft Jasmine IPA,3.29,India Pale Ale (IPA),6.3,189.0,Chișinău,Moldova,/beer/lumencraft-jasmine-ipa/566620/,47.0122737,28.860593599999998
3512,3512,Efes Vitanta Moldova Brewery,3.28,Amber Lager/Vienna,4.5,135.0,Chișinău,Moldova,/beer/vitanta-chi537in259u-brun259/11631/,47.0122737,28.860593599999998
3513,3513,Litra Rocket IPA,3.27,Imperial IPA,8.0,240.0,Chișinău,Moldova,/beer/litra-rocket-ipa/480717/,47.0122737,28.860593599999998
3514,3514,Litra Lucky Porter (9%),3.27,Imperial Porter,9.0,270.0,Chișinău,Moldova,/beer/litra-lucky-porter-9/479363/,47.0122737,28.860593599999998
3515,3515,Lumencraft / Sunstone West Coast IPA,3.26,India Pale Ale (IPA),6.5,195.0,Chișinău,Moldova,/beer/lumencraft-sunstone-west-coast-ipa/509191/,47.0122737,28.860593599999998
3516,3516,Lumencraft Hoppy Lager,3.26,India Style Lager,4.5,135.0,Chișinău,Moldova,/beer/lumencraft-hoppy-lager/470700/,47.0122737,28.860593599999998
3517,3517,Litra / Black Cat Electrolyte Black Currant,3.24,Berliner Weisse,6.5,195.0,Chișinău,Moldova,/beer/litra-black-cat-electrolyte-black-currant/537189/,47.0122737,28.860593599999998
3518,3518,Efes Vitanta Moldova Brewery,3.24,Pilsener,5.5,165.0,Chișinău,Moldova,/beer/vitanta-premium-blond259/22458/,47.0122737,28.860593599999998
3519,3519,Lumencraft Witbier,3.23,Witbier,4.7,141.0,Chișinău,Moldova,/beer/lumencraft-witbier/491573/,47.0122737,28.860593599999998
3520,3520,Litra Pale Ale,3.22,American Pale Ale,5.3,159.0,Chișinău,Moldova,/beer/litra-pale-ale/334189/,47.0122737,28.860593599999998
3521,3521,Lumencraft Mango IPA,3.22,India Pale Ale (IPA),5.2,156.0,Chișinău,Moldova,/beer/lumencraft-mango-ipa/463676/,47.0122737,28.860593599999998
3522,3522,Sunstone Alternosfera IPA,3.21,Session IPA,5.2,156.0,Chișinău,Moldova,/beer/sunstone-alternosfera-ipa/513516/,47.0122737,28.860593599999998
3523,3523,Beermaster IPA,3.21,India Pale Ale (IPA),4.6,138.0,Bălți,Moldova,/beer/beermaster-ipa/535324/,47.7584953,27.9113897
3524,3524,Lumencraft IPA Simcoe,3.18,India Pale Ale (IPA),6.9,207.0,Chișinău,Moldova,/beer/lumencraft-ipa-simcoe/524715/,47.0122737,28.860593599999998
3525,3525,Elvis Black IPA,3.18,Black IPA,7.2,216.0,Puhoi,Moldova,/beer/elvis-black-ipa/421153/,46.828685,29.0391278
3526,3526,Litra / armando_otchoa Kollabrett Prune,3.15,Sour/Wild Ale,8.0,240.0,Chișinău,Moldova,/beer/litra-armando-otchoa-kollabrett-prune/474141/,47.0122737,28.860593599999998
3527,3527,Elvis Galaxy & Amarillo Pale Ale,3.14,American Pale Ale,5.2,156.0,Puhoi,Moldova,/beer/elvis-galaxy-amarillo-pale-ale/488022/,46.828685,29.0391278
3528,3528,Elvis Summer American Pale Ale,3.14,American Pale Ale,6.1,183.0,Puhoi,Moldova,/beer/elvis-summer-american-pale-ale/426908/,46.828685,29.0391278
3529,3529,Litra Irish Dry Stout,3.14,Dry Stout,4.0,120.0,Chișinău,Moldova,/beer/litra-irish-dry-stout/403868/,47.0122737,28.860593599999998
3530,3530,Lumencraft Bavarian Pilsner,3.13,Pilsener,4.7,141.0,Chișinău,Moldova,/beer/lumencraft-bavarian-pilsner/474836/,47.0122737,28.860593599999998
3531,3531,Litra Hefeweissbier,3.12,German Hefeweizen,5.2,156.0,Chișinău,Moldova,/beer/litra-hefeweissbier/334188/,47.0122737,28.860593599999998
3532,3532,Sunstone Alehouse Smoke at the Dock,3.12,Smoked,7.2,216.0,Chișinău,Moldova,/beer/sunstone-alehouse-smoke-at-the-dock/499718/,47.0122737,28.860593599999998
3533,3533,Lumencraft Coffee Stout,3.12,Stout,6.22,187.0,Chișinău,Moldova,/beer/lumencraft-coffee-stout/474837/,47.0122737,28.860593599999998
3534,3534,Efes Vitanta Moldova Brewery,3.11,Dunkel/Tmavý,4.5,135.0,Chișinău,Moldova,/beer/vitanta-premium-brun259/22459/,47.0122737,28.860593599999998
3536,3536,Litra Rauchbier,3.1,Smoked,5.0,150.0,Chișinău,Moldova,/beer/litra-rauchbier/484832/,47.0122737,28.860593599999998
3537,3537,Gotter Double IPA,3.09,Imperial IPA,7.5,225.0,Ciorescu,Moldova,/beer/gotter-double-ipa/505910/,47.129168,28.885854300000002
3538,3538,Litra Lucky Porter (6.5%),3.09,Porter,6.5,195.0,Chișinău,Moldova,/beer/litra-lucky-porter-65/527504/,47.0122737,28.860593599999998
3539,3539,Litra / armando_otchoa Kollabrett Lambic,3.09,Sour/Wild Ale,8.0,240.0,Chișinău,Moldova,/beer/litra-armando-otchoa-kollabrett-lambic/474137/,47.0122737,28.860593599999998
3541,3541,Elvis Galaxy IPA,3.07,India Pale Ale (IPA),5.4,162.0,Puhoi,Moldova,/beer/elvis-galaxy-ipa/545866/,46.828685,29.0391278
3542,3542,Beermaster Moldavian Liberty Ale,3.07,American Pale Ale,4.3,129.0,Bălți,Moldova,/beer/beermaster-moldavian-liberty-ale/543186/,47.7584953,27.9113897
3543,3543,Elvis Weizenbock,3.06,Weizen Bock,6.2,186.0,Puhoi,Moldova,/beer/elvis-weizenbock/543649/,46.828685,29.0391278
3544,3544,Litra Pumpkin Ale 2016-,3.06,Spice/Herb/Vegetable,6.0,180.0,Chișinău,Moldova,/beer/litra-pumpkin-ale-2016-/462532/,47.0122737,28.860593599999998
3545,3545,Beermaster Fresh Hop Concept,3.05,Premium Lager,4.0,120.0,Bălți,Moldova,/beer/beermaster-fresh-hop-concept/553229/,47.7584953,27.9113897
3546,3546,Efes Vitanta Moldova Brewery,3.05,Pilsener,5.0,150.0,Chișinău,Moldova,/beer/arc/9898/,47.0122737,28.860593599999998
3547,3547,Albeer 12°,3.05,Zwickel/Keller/Landbier,4.8,144.0,Cahul,Moldova,/beer/albeer-12/440678/,45.9082907,28.194368599999997
3548,3548,Lumencraft Weiss Bier,3.04,German Hefeweizen,4.5,135.0,Chișinău,Moldova,/beer/lumencraft-weiss-bier/432502/,47.0122737,28.860593599999998
3549,3549,Albeer 11°,3.04,Zwickel/Keller/Landbier,4.5,135.0,Cahul,Moldova,/beer/albeer-11/440677/,45.9082907,28.194368599999997
3550,3550,Elvis Hop Attack,3.04,American Pale Ale,5.2,156.0,Puhoi,Moldova,/beer/elvis-hop-attack/507985/,46.828685,29.0391278
3551,3551,Elvis American Tropical Stout,3.04,Stout,5.6,168.0,Puhoi,Moldova,/beer/elvis-american-tropical-stout/514293/,46.828685,29.0391278
3552,3552,Brasserie de Monaco Wheat Beer,3.22,German Hefeweizen,4.8,144.0,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-wheat-beer/285902/,43.73514885,7.42673487059816
3553,3553,Brasserie de Monaco Ambrée,3.17,Amber Ale,5.5,165.0,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-ambree/110347/,43.73514885,7.42673487059816
3554,3554,Brasserie de Monaco Oktoberfest,3.14,Oktoberfest/Märzen,5.7,171.0,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-oktoberfest/175803/,43.73514885,7.42673487059816
3556,3556,Brasserie de Monaco Pils,2.93,Pilsener,5.0,150.0,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-pils/223920/,43.73514885,7.42673487059816
3557,3557,Brasserie de Monaco Grand Prix,2.9,Premium Lager,5.7,171.0,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-grand-prix/174556/,43.73514885,7.42673487059816
3558,3558,Brasserie de Monaco Blanche Tradition,2.86,Witbier,4.7,141.0,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-blanche-tradition/461611/,43.73514885,7.42673487059816
3559,3559,Brasserie de Monaco,2.8,Fruit Beer,,,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-blackberry/239647/,43.73514885,7.42673487059816
3560,3560,Brasserie de Monaco,2.79,Amber Ale,4.8,144.0,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-the-fourth/223919/,43.73514885,7.42673487059816
3561,3561,Brasserie de Monaco Fruits Rouges,2.71,Fruit Beer,6.0,180.0,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-fruits-rouges/461613/,43.73514885,7.42673487059816
3562,3562,Brasserie de Monaco Beer (Blonde 5°),2.61,Pilsener,5.0,150.0,Port Hercule La Condamine,Monaco,/beer/brasserie-de-monaco-beer-blonde-5/107040/,43.73514885,7.42673487059816
3569,3569,Chinggis Khan Pilsner,2.96,Pilsener,5.0,150.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/chinggis-khan-pilsner/460753/,,
3570,3570,Jalam Khar,2.92,Pale Lager,5.0,150.0,Ulaanbaatar,Mongolia,/beer/jalam-khar/533923/,47.949809,106.96672419388099
3573,3573,Gem Draft,2.87,Pale Lager,5.5,165.0,Ulanbaatar,Mongolia,/beer/gem-draft/150326/,,
3578,3578,Chinggis Club,2.73,Pilsener,5.2,156.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-pilsner/41619/,47.925602500000004,106.9140142
3579,3579,Khar Khorum,2.66,Dunkel/Tmavý,5.3,159.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/khar-khorum/91865/,,
3581,3581,Seruun Light,2.53,Pale Lager,4.8,144.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/seruun-light/348990/,,
3584,3584,Borgio,2.49,Pale Lager,5.5,165.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/borgio/129162/,,
3585,3585,Altan Gobi,2.39,Premium Lager,5.1,153.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/altan-gobi/140463/,,
3586,3586,Jalam Khar Gold,2.36,Pale Lager,5.2,156.0,Ulaanbaatar,Mongolia,/beer/jalam-khar-gold/344734/,47.949809,106.96672419388099
3587,3587,Khan Bräu Pilsner,2.35,Pilsener,4.6,138.0,Ulaanbaatar,Mongolia,/beer/khan-brau-pilsner/13859/,47.949809,106.96672419388099
3588,3588,Borgio Gold,2.28,Pale Lager,5.2,156.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/borgio-gold/140460/,,
3589,3589,Niislel,2.23,Pale Lager,5.0,150.0,Khan Uul District Ulaanbaatar,Mongolia,/beer/niislel/140464/,,
3591,3591,Jalam Khar,2.21,Premium Lager,5.8,174.0,Ulaanbaatar,Mongolia,/beer/jalam-khar/129190/,47.949809,106.96672419388099
3592,3592,Chinggis Mongolian Lager,2.0,Pale Lager,5.0,150.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-mongolian-lager/92344/,47.925602500000004,106.9140142
3593,3593,Sengur Beer,1.86,Pale Lager,4.8,144.0,Ulaanbaatar,Mongolia,/beer/sengur-beer/129192/,47.949809,106.96672419388099
3594,3594,Chinggis Club,,Doppelbock,7.2,216.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-namarbok/41623/,47.925602500000004,106.9140142
3595,3595,Chinggis Club,,Dunkler Bock,6.9,207.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-maybok/41621/,47.925602500000004,106.9140142
3598,3598,Chinggis Club,,Weizen Bock,7.0,210.0,Chingeltei District Ulaanbaatar,Mongolia,/beer/chinggis-weiserbok/41622/,47.925602500000004,106.9140142
3600,3600,RedCat Brewery Wheat IPA,3.09,Wheat Ale,5.49,165.0,Budva,Montenegro,/beer/redcat-brewery-wheat-ipa/382321/,42.283545399999994,18.8378775
3601,3601,RedCatbrewery APA,3.05,American Pale Ale,5.56,167.0,Budva,Montenegro,/beer/redcatbrewery-apa/382322/,42.283545399999994,18.8378775
3605,3605,Nikšićko Tamno,2.82,Schwarzbier,6.2,186.0,Nikšić,Montenegro,/beer/niksi263ko-tamno/23339/,42.773955900000004,18.9488746
3606,3606,Nikšićko Pivo Nefiltrirano,2.68,Zwickel/Keller/Landbier,5.4,162.0,Nikšić,Montenegro,/beer/niksi263ko-pivo-nefiltrirano/431824/,42.773955900000004,18.9488746
3608,3608,Nikšićko Cool Grejpfrut,2.38,Radler/Shandy,2.0,60.0,Nikšić,Montenegro,/beer/niksi263ko-cool-grejpfrut/223010/,42.773955900000004,18.9488746
3609,3609,Nikšićko Gold,2.3,Premium Lager,5.2,156.0,Nikšić,Montenegro,/beer/niksi263ko-gold/289411/,42.773955900000004,18.9488746
3610,3610,Nikšićko Pivo,2.28,Pale Lager,5.0,150.0,Nikšić,Montenegro,/beer/niksi263ko-pivo/5991/,42.773955900000004,18.9488746
3611,3611,Onogošt Svijetlo Pivo,2.23,Pale Lager,4.6,138.0,Nikšić,Montenegro,/beer/onogost-svijetlo-pivo/417503/,42.773955900000004,18.9488746
3612,3612,Nikšićko Cool Limun,1.97,Radler/Shandy,2.0,60.0,Nikšić,Montenegro,/beer/niksi263ko-cool-limun/158174/,42.773955900000004,18.9488746
3613,3613,Trebjesa (MolsonCoors),1.96,Pale Lager,5.0,150.0,Nikšić,Montenegro,/beer/nik-cool/38262/,42.773955900000004,18.9488746
3619,3619,Flag Speciale Biere de Mars,2.76,Pale Lager,5.5,165.0,Casablanca,Morocco,/beer/flag-speciale-biere-de-mars/493142/,33.59506270000001,-7.6187768
3620,3620,Casablanca Light,2.51,Low Alcohol,2.5,75.0,Casablanca,Morocco,/beer/casablanca-light/470450/,33.59506270000001,-7.6187768
3622,3622,Cerveza Doble Malta (Mercadona),2.33,Imperial Pils/Strong Pale Lager,7.4,222.0,Casablanca,Morocco,/beer/cerveza-doble-malta-mercadona/537951/,33.59506270000001,-7.6187768
3623,3623,Casablanca (Casa Beer),2.25,Pale Lager,5.0,150.0,Casablanca,Morocco,/beer/casablanca-casa-beer/9882/,33.59506270000001,-7.6187768
3624,3624,Castel Beer (Morocco),2.25,Pale Lager,5.2,156.0,Casablanca,Morocco,/beer/castel-beer-morocco/80771/,33.59506270000001,-7.6187768
3625,3625,Cerveza Reserva (Mercadona),2.22,Imperial Pils/Strong Pale Lager,7.2,216.0,Casablanca,Morocco,/beer/cerveza-reserva-mercadona/548994/,33.59506270000001,-7.6187768
3626,3626,33 Export (Morocco),2.18,Pale Lager,5.2,156.0,Casablanca,Morocco,/beer/33-export-morocco/420095/,33.59506270000001,-7.6187768
3627,3627,Kania,2.11,Pale Lager,4.7,141.0,Casablanca,Morocco,/beer/kania/360622/,33.59506270000001,-7.6187768
3628,3628,Flag Spéciale (Morocco),2.05,Pale Lager,5.2,156.0,Casablanca,Morocco,/beer/flag-speciale-morocco/13890/,33.59506270000001,-7.6187768
3629,3629,Flag Pils,2.02,Pale Lager,4.7,141.0,Casablanca,Morocco,/beer/flag-pils/13889/,33.59506270000001,-7.6187768
3630,3630,Stork Première,1.77,Pale Lager,4.7,141.0,Casablanca,Morocco,/beer/stork-premiere/13891/,33.59506270000001,-7.6187768
3632,3632,Laurentina Preta,2.83,Dunkel/Tmavý,5.0,150.0,Beira (2nd location: Maputo),Mozambique,/beer/laurentina-preta/32686/,,
3633,3633,Raiz,2.83,Pale Lager,4.8,144.0,Beira (2nd location: Maputo),Mozambique,/beer/raiz/150337/,,
3634,3634,Laurentina Premium,2.29,Premium Lager,5.0,150.0,Beira (2nd location: Maputo),Mozambique,/beer/laurentina-premium/109396/,,
3635,3635,Manica,2.23,Pale Lager,5.0,150.0,Beira (2nd location: Maputo),Mozambique,/beer/manica/32684/,,
3636,3636,Impala,2.18,Specialty Grain,6.5,195.0,Beira (2nd location: Maputo),Mozambique,/beer/impala/200392/,,
3637,3637,Laurentina Clara,1.98,Pale Lager,5.0,150.0,Beira (2nd location: Maputo),Mozambique,/beer/laurentina-clara/32685/,,
3638,3638,2M,1.78,Pale Lager,4.5,135.0,Beira (2nd location: Maputo),Mozambique,/beer/2m/43471/,,
3640,3640,Myanmar Black Shield,3.13,Stout,8.1,243.0,Mingaladon Township Yangon,Myanmar,/beer/myanmar-black-shield/386944/,,
3641,3641,Spirulina Beer Anti-Aging Drink,2.85,Spice/Herb/Vegetable,5.0,150.0,Mandalay,Myanmar,/beer/spirulina-beer-anti-aging-drink/211073/,20.987239499999998,95.76567469999999
3642,3642,Myanmar Premium,2.74,Premium Lager,5.0,150.0,Mingaladon Township Yangon,Myanmar,/beer/myanmar-premium/461277/,,
3643,3643,Dagon Light,2.73,Pale Lager,4.2,126.0,Yangon,Myanmar,/beer/dagon-light/461276/,16.7967129,96.1609916
3644,3644,Myanmar Carlsberg Yoma Special Brew,2.62,Pale Lager,6.5,195.0,:Sanchaung Yangon,Myanmar,/beer/myanmar-carlsberg-yoma-special-brew/521933/,16.803564899999998,96.1299297
3646,3646,Dagon Super,2.49,Malt Liquor,7.2,216.0,Yangon,Myanmar,/beer/dagon-super/388601/,16.7967129,96.1609916
3647,3647,Regal Seven,2.44,Pale Lager,5.0,150.0,Yangon,Myanmar,/beer/regal-seven/390802/,16.7967129,96.1609916
3648,3648,Dagon Extra Strong,2.35,Malt Liquor,8.0,240.0,Yangon,Myanmar,/beer/dagon-extra-strong/146020/,16.7967129,96.1609916
3649,3649,Myanmar Carlsberg Yoma Premium Beer,2.2,Pale Lager,5.4,162.0,:Sanchaung Yangon,Myanmar,/beer/myanmar-carlsberg-yoma-premium-beer/521934/,16.803564899999998,96.1299297
3650,3650,Myanmar Double Strong,2.13,Malt Liquor,7.7,231.0,Mingaladon Township Yangon,Myanmar,/beer/myanmar-double-strong/188780/,,
3651,3651,Andaman Gold,2.05,Pale Lager,5.0,150.0,Mingaladon Township Yangon,Myanmar,/beer/andaman-gold/115108/,,
3652,3652,Andaman Gold Special,2.04,Pale Lager,6.5,195.0,Mingaladon Township Yangon,Myanmar,/beer/andaman-gold-special/240076/,,
3653,3653,Mandalay Strong Ale,2.01,English Strong Ale,7.0,210.0,Mandalay,Myanmar,/beer/mandalay-strong-ale/14407/,20.987239499999998,95.76567469999999
3654,3654,Dagon Lager Beer,1.93,Pale Lager,5.0,150.0,Yangon,Myanmar,/beer/dagon-lager-beer/147183/,16.7967129,96.1609916
3655,3655,Myanmar Lager Beer,1.89,Pale Lager,5.0,150.0,Mingaladon Township Yangon,Myanmar,/beer/myanmar-lager-beer/17109/,,
3656,3656,Mandalay Lager,1.89,Pale Lager,5.0,150.0,Mandalay,Myanmar,/beer/mandalay-lager/13185/,20.987239499999998,95.76567469999999
3663,3663,Hansa Urbock,3.38,Dunkler Bock,7.0,210.0,Windhoek,Namibia,/beer/hansa-urbock/7514/,-22.553038600000004,17.0543787928491
3664,3664,Camelthorn Brewing Company (Namibia Breweries),2.95,Amber Ale,4.5,135.0,Windhoek,Namibia,/beer/camelthorn-red/144715/,-22.553038600000004,17.0543787928491
3665,3665,Camelthorn Brewing Company (Namibia Breweries),2.91,Oktoberfest/Märzen,,,Windhoek,Namibia,/beer/camelthorn-sundowner/146058/,-22.553038600000004,17.0543787928491
3666,3666,King Lager,2.87,Pale Lager,5.5,165.0,Windhoek,Namibia,/beer/king-lager/470109/,-22.553038600000004,17.0543787928491
3667,3667,Camelthorn Brewing Company (Namibia Breweries),2.84,Dortmunder/Helles,4.5,135.0,Windhoek,Namibia,/beer/camelthorn-helles/144841/,-22.553038600000004,17.0543787928491
3668,3668,Camelthorn Brewing Company (Namibia Breweries),2.82,Golden Ale/Blond Ale,,,Windhoek,Namibia,/beer/camelthorn-summer-ale/188781/,-22.553038600000004,17.0543787928491
